RA,Dec,MagV,Identifier,Name,Bayer,HR,HD,IAUboundary
272.7731784,-41.35911505,5.845,HIP 89099,-,-,6786,166114,CrA
272.779811,60.40953269,6.5,HIP 89104,-,-,6827,167387,Dra
272.8073385,-45.95441177,4.508,HIP 89112,-,ϵ Telescopii,6783,166063,Tel
272.8115944,-19.84195274,6.5,HIP 89114,-,39 G. Sgr,6798,166393,Sgr
272.8158639,-75.89152323,5.86,HIP 89115,-,-,6731,164712,Aps
272.9305532,-23.7012316,4.98,HIP 89153,-,1 Sgr,6801,166464,Sgr
272.9380133,33.44705876,5.97,HIP 89156,-,-,6814,166988,Her
272.9756526,31.40534898,4.97,HIP 89172,-,104 Her,6815,167006,Her
273.1420149,-73.67243587,5.91,HIP 89234,-,-,6751,165259,Aps
273.1775607,41.14683622,6.352,HIP 89246,-,-,6824,167304,Her
273.2700793,38.77349057,6.033,HIP 89279,-,-,6826,167370,Her
273.3029101,-41.33611034,5.462,HIP 89290,-,V692 CrA,6804,166596,CrA
273.3190152,21.88035994,6.132,HIP 89298,-,-,6820,167193,Her
273.4408702,-21.05883169,3.85,HIP 89341,Polis,μ Sagittarii,6812,166937,Sgr
273.4675915,2.393462298,6.4,HIP 89347,-,205 G. Oph,-,167162,Oph
273.4743034,64.39728493,4.987,HIP 89348,-,36 Dra,6850,168151,Dra
273.5662499,-21.71316264,5.473,HIP 89369,-,14 Sgr,6816,167036,Sgr
273.5680085,-63.68968205,6.469,HIP 89370,-,-,6796,166251,Pav
273.8037764,-20.72826878,5.37,HIP 89439,-,15 Sgr,6822,167264,Sgr
273.8040376,-20.38796974,6.02,HIP 89440,-,16 Sgr,6823,167263,Sgr
273.8211896,68.75581725,5.953,HIP 89448,-,37 Dra,6865,168653,Dra
273.8781861,-18.66157099,6.15,HIP 89470,-,V4387 Sgr,6825,167356,Sgr
273.8852641,45.20931686,6.298,HIP 89474,-,-,6847,168009,Lyr
273.9115721,42.1593458,5.556,HIP 89482,-,-,6845,167965,Lyr
273.9192274,-63.05536391,5.582,HIP 89487,-,-,6805,166599,Pav
273.9727171,-44.20645338,5.451,HIP 89507,-,-,6818,167096,CrA
273.9913814,-3.617966353,6.349,HIP 89512,-,27 G. Ser Cau,6830,167564,Ser
274.023218,2.377517217,6.01,HIP 89527,-,V2392 Oph,6834,167654,Oph
274.2212542,-3.007402014,6,HIP 89587,-,28 G. Ser Cau,6840,167768,Ser
274.2482,-15.0111,6,-,-,NGC 6605,-,-,Ser
274.2538312,-51.0682666,6.048,HIP 89597,-,-,6821,167257,Tel
274.2813851,-56.02334933,5.36,HIP 89605,-,QV Tel,6819,167128,Tel
274.298446,-17.37389203,5.75,HIP 89609,-,50 G. Sgr,6838,167720,Sgr
274.3489946,-28.28894962,6.36,HIP 89620,-,48 G. Sgr,6836,167665,Sgr
274.3503597,-28.65206543,6.168,HIP 89622,-,49 G. Sgr,6835,167666,Sgr
274.3507047,-9.758610419,6.3,HIP 89623,-,29 G. Ser Cau,6843,167833,Ser
274.4010241,-34.10726597,6.03,HIP 89637,-,RS Sgr,6833,167647,Sgr
274.4068217,-36.76169016,3.11,HIP 89642,-,η Sagittarii,6832,167618,Sgr
274.5040054,-68.22926333,6.328,HIP 89674,-,-,6808,166841,Pav
274.5122588,13.77703042,6.291,HIP 89677,-,-,6851,168199,Oph
274.5132985,-27.04264352,4.627,HIP 89678,-,-,6842,167818,Sgr
274.5321408,18.13168877,6.23,HIP 89684,-,-,6852,168270,Her
274.5322046,23.2969071,6.47,HIP 89683,-,-,6854,168323,Her
274.6673259,-42.28839529,6.29,HIP 89726,-,-,6839,167756,CrA
274.675,-18.6333,6.48,-,-,[SC96] Mis 1264,-,-,Sgr
274.7897378,7.25976724,5.412,HIP 89772,-,208 G. Oph,6857,168387,Oph
274.7944977,24.4460564,5.279,HIP 89773,-,105 Her,6860,168532,Her
274.9172109,-63.88656168,6.25,HIP 89805,-,-,6828,167425,Pav
274.9654546,36.06454748,4.34,HIP 89826,-,κ Lyrae,6872,168775,Lyr
274.9669576,29.66639095,5.993,HIP 89827,-,-,6867,168694,Her
274.9835913,51.34782289,6.299,HIP 89835,-,-,6880,169028,Dra
275.0366305,-15.83169685,5.371,HIP 89851,-,32 G. Ser Cau,6858,168415,Ser
275.0746456,21.96129641,4.96,HIP 89861,-,106 Her,6868,168720,Her
275.189301,71.33781941,4.22,HIP 89908,-,ϕ Draconis,6920,170000,Dra
275.216932,3.377164082,4.856,HIP 89918,-,74 Oph,6866,168656,Oph
275.2299482,-37.48764641,6.434,HIP 89920,-,-,6856,168357,CrA
275.237376,29.85892317,5.6,HIP 89925,-,108 Her,6876,168913,Her
275.2485121,-29.82810226,2.668,HIP 89931,Kaus Media,δ Sagittarii,6859,168454,Sgr
275.2542507,28.86995135,5.115,HIP 89935,-,107 Her,6877,168914,Her
275.264094,72.73284772,3.58,HIP 89937,-,χ Draconis,6927,170153,Dra
275.2797861,49.72546609,6.387,HIP 89943,-,-,6886,169221,Dra
275.3275021,-2.89882797,3.25,HIP 89962,-,η Serpentis,6869,168723,Ser
275.345776,-18.86000179,5.75,HIP 89968,-,Y Sgr,6863,168608,Sgr
275.3683378,5.435711242,6.13,HIP 89977,-,NW Ser,6873,168797,Ser
275.3806921,-24.91527538,6.25,HIP 89980,-,70 Sgr,6861,168574,Sgr
275.3860981,49.12159267,5.05,HIP 89981,-,-,6891,169305,Dra
275.5005858,-28.42996533,6.154,HIP 90012,-,58 G. Sgr,6864,168646,Sgr
275.5362522,23.28517468,5.41,HIP 90023,-,-,6882,169110,Her
275.5773892,-38.65689614,5.073,HIP 90037,-,-,6862,168592,CrA
275.6471609,12.02968093,5.98,HIP 90052,-,-,6883,169111,Oph
275.7043319,17.82661658,5.249,HIP 90067,-,-,6885,169191,Her
275.7211476,-36.66955557,5.34,HIP 90074,-,V4050 Sgr,6870,168733,Sgr
275.7587893,-10.21895525,6.313,HIP 90083,-,-,6878,169009,Sct
275.7622081,16.68799635,6.22,HIP 90086,-,-,6887,169223,Her
275.8006757,-12.01475474,5.699,HIP 90096,-,-,6881,169033,Sct
275.8068222,-61.49391192,4.367,HIP 90098,-,ξ Pavonis,6855,168339,Pav
275.8701111,-36.23798837,5.518,HIP 90124,-,60 G. Sgr,6874,168838,Sgr
275.9018697,-75.04427707,5.456,HIP 90133,-,ϕ Octantis,6829,167468,Oct
275.9149111,-8.934486565,4.664,HIP 90135,-,ζ Scuti,6884,169156,Sct
275.9245404,21.76975267,3.84,HIP 90139,Tusizuo,109 Her,6895,169414,Her
275.9499085,53.3008357,6.352,HIP 90146,-,-,6911,169885,Dra
275.9775287,58.80073767,5.05,HIP 90156,-,* b Dra A,6923,170073A,Dra
275.9886753,38.7392248,6.37,HIP 90163,-,-,6901,169646,Lyr
276.0149482,-3.583157613,6.38,HIP 90174,-,36 G. Ser Cau,6890,169268,Ser
276.038605,83.17539724,6.16,HIP 90182,-,-,7025,172864,Dra
276.0429934,-34.38461649,1.81,HIP 90185,Kaus Australis,ϵ Sagittarii,6879,169022,Sgr
276.0574401,39.50723811,5.12,HIP 90191,-,μ Lyrae,6903,169702,Lyr
276.0759979,-44.11025516,5.227,HIP 90200,-,-,6875,168905,CrA
276.1380739,-49.65287745,6.454,HIP 90223,-,-,-,168871,Tel
276.1755318,-7.075932949,6.296,HIP 90238,-,-,6892,169370,Sct
276.2383682,-1.57941119,6.19,HIP 90253,-,37 G. Ser Cau,6898,169493,Ser
276.2435893,27.39478137,6.26,HIP 90256,-,-,6904,169718,Her
276.255947,-30.75656021,5.574,HIP 90260,-,18 Sgr,6888,169233,Sgr
276.3376643,-20.54167284,4.86,HIP 90289,-,21 Sgr,6896,169420,Sgr
276.3403015,-35.99202378,6.142,HIP 90290,-,62 G. Sgr,6889,169236,Sgr
276.3817916,-63.02153596,6.122,HIP 90304,-,-,6871,168740,Pav
276.4116628,8.032007151,5.665,HIP 90313,-,-,6902,169689,Oph
276.477528,-33.94571824,6.296,HIP 90336,-,64 G. Sgr,6893,169398,Sgr
276.4801255,14.9662363,6.364,HIP 90337,-,V1343 Her,6906,169820,Her
276.4949458,29.82893028,5.83,HIP 90342,-,-,6917,169981,Her
276.496404,65.56348093,4.823,HIP 90344,Fafnir,-,6945,170693,Dra
276.6705315,26.44924071,6.498,HIP 90398,-,-,6924,170111,Her
276.7250574,-48.11723995,5.446,HIP 90414,-,-,6894,169405,Tel
276.7434018,-45.96845775,3.463,HIP 90422,-,α Telescopii,6897,169467,Tel
276.7675962,-53.11020892,5.96,-,-,-,-,169326,Tel
276.8021169,0.196113504,5.32,HIP 90441A,-,-,6918,169985,Ser
276.9256037,59.54911296,6.42,HIP 90476,-,-,6949,170811,Dra
276.95,-26.75,6.22,-,-,[SC96] GC 607,-,-,Sgr
276.95,-26.7,6.22,-,-,[SC96] Mis 1381,-,-,Sgr
276.9561875,-29.81686134,5.902,HIP 90485,-,-,6907,169830,Sgr
276.9596699,3.748567013,6.06,HIP 90487,-,-,6925,170137,Oph
276.9853332,-17.80035394,6.182,HIP 90494,-,71 G. Sgr,6919,169990,Sgr
276.9926697,-25.4216985,2.81,HIP 90496,Kaus Borealis,λ Sagittarii,6913,169916,Sgr
276.9948901,6.194103469,5.699,HIP 90497,-,44 G. Ser Cau,6928,170200,Ser
277.0257283,-26.75730628,6.276,HIP 90510,-,69 G. Sgr,6914,169938,Sgr
277.0267856,-84.38726011,6.48,HIP 90509,-,-,-,165338,Oct
277.1129752,-38.99566951,5.624,HIP 90541,-,-,6910,169853,CrA
277.2077474,-49.07058832,4.11,HIP 90568,-,ζ Telescopii,6905,169767,Tel
277.238975,-26.58207857,6.5,HIP 90576,-,-,6926,170141,Sgr
277.2993774,-14.56580291,4.675,HIP 90595,-,γ Scuti,6930,170296,Sct
277.3,-26.6833,6.45,-,-,[SC96] Mis 1401,-,-,Sgr
277.3036326,-43.84593707,6.35,HIP 90597,-,-,6915,169943,CrA
277.3330998,-80.232707,5.946,HIP 90606,-,-,6837,167714,Oct
277.35,-25.5333,6.45,-,-,[SC96] GC 625,-,-,Sgr
277.3987929,23.86619842,5.863,HIP 90637,-,-,6943,170650,Her
277.4207478,-1.985307797,5.369,HIP 90642,-,c Ser,6935,170474,Ser
277.4373606,77.54706954,5.644,HIP 90647,-,-,7006,172340,Dra
277.4448324,-14.58198745,6.027,HIP 90651,-,V432 Sct,6932,170397,Sct
277.4830891,-47.22054166,5.679,HIP 90662,-,-,6922,170069,Tel
277.4864072,-57.5231416,5.74,HIP 90664,-,-,6908,169836,Pav
277.5494353,-18.72879596,5.624,HIP 90687,-,74 G. Sgr,6933,170433,Sgr
277.5595567,-5.724178146,6.263,HIP 90692,-,-,6940,170547,Sct
277.673545,20.81504684,6.48,HIP 90729,-,-,6950,170829,Her
277.7622865,-41.91383405,6.018,HIP 90759,-,-,6931,170384,CrA
277.768536,16.92855622,5.75,HIP 90762,-,-,6955,170878,Her
277.7701728,-32.98909825,5.386,HIP 90763,-,75 G. Sgr,6936,170479,Sgr
277.8434397,-62.27830271,4.64,HIP 90797,-,ν Pavonis,6916,169978,Pav
277.857058,-10.79583566,5.72,HIP 90804,-,-,6946,170740,Sct
277.8595744,-18.40269833,5.117,HIP 90806,-,76 G. Sgr,6944,170680,Sgr
277.939305,-45.9148125,4.92,HIP 90830,-,δ 1 Telescopii,6934,170465,Tel
277.9842659,-43.50738094,5.686,HIP 90842,-,-,6937,170521,CrA
277.987473,-1.002975211,5.936,HIP 90844,-,61 Ser,6957,170920,Ser
278.0081017,-45.75737918,5.07,HIP 90853,-,δ 2 Telescopii,6938,170523,Tel
278.0286938,3.659611598,6.407,HIP 90858,-,MV Ser,6958,170973,Ser
278.0860832,-14.64424909,6.351,HIP 90884,-,-,6956,170902,Sct
278.0888795,-39.70400077,5.155,HIP 90887,-,-,6942,170642,CrA
278.1438441,57.04559605,4.761,HIP 90905,-,45 Dra,6978,171635,Dra
278.1805087,-14.86566172,5.51,HIP 90913,-,V450 Sct,6959,170975,Sct
278.1923116,23.61679714,5.84,HIP 90915,-,-,6966,171245,Her
278.2081572,30.5542088,5.468,HIP 90923,-,-,6968,171301,Lyr
278.2305901,-73.96559834,5.888,HIP 90930,-,-,6899,169570,Pav
278.2538197,-39.89202087,6.217,HIP 90936,-,-,6948,170773,CrA
278.3446181,-5.911719228,6.354,HIP 90967,-,-,6963,171149,Sct
278.3461705,-38.72004622,6.169,HIP 90969,-,κ 2 Coronae Australis,6952,170867,CrA
278.3463804,-38.72598312,5.59,HIP 90968,-,κ 1 Coronae Australis,6952,170868,CrA
278.3470957,8.2682496,6.416,HIP 90971,-,V2393 Oph,6967,171247,Oph
278.3727934,-58.70877778,6.44,HIP 90981,-,-,6939,170525,Pav
278.3757741,-42.31250824,4.614,HIP 90982,-,θ Coronae Australis,6951,170845,CrA
278.4125872,-14.85361439,5.735,HIP 90991,-,-,6962,171130,Sct
278.4728597,-24.032282,5.461,HIP 91004,-,24 Sgr,6961,171115,Sgr
278.4862272,52.35351575,5.38,HIP 91013,-,-,6983,171779,Dra
278.490693,-33.01656027,5.276,HIP 91014,-,77 G. Sgr,6960,171034,Sgr
278.6296607,-52.89152101,6.202,HIP 91062,-,-,6954,170873,Tel
278.6978903,10.89200858,6.47,HIP 91090,-,-,6976,171505,Oph
278.7599693,-10.97720636,5.119,HIP 91105,-,-,6970,171391,Sct
278.8017798,-8.244070511,3.83,HIP 91117,-,α Scuti,6973,171443,Sct
278.8024667,18.20341499,5.79,HIP 91118,-,-,6977,171623,Her
278.8062716,34.45801892,6.088,HIP 91119,-,-,6984,171780,Lyr
278.8388827,-20.840449,6.481,HIP 91132,-,V4190 Sgr,6969,171369,Sgr
278.8766595,23.60554102,6.24,-,-,-,6980,171745A,Her
278.9020539,4.935989631,6.46,HIP 91142,-,FR Ser,-,171586,Ser
278.9985201,-29.6991066,6.366,HIP 91172,-,80 G. Sgr,6972,171416,Sgr
279.0552802,65.48870466,6.06,HIP 91196,-,-,7013,172569,Dra
279.1159761,9.122491586,5.39,HIP 91217,-,-,6985,171802,Oph
279.155601,33.46903833,5.41,HIP 91235,-,-,6997,172044,Lyr
279.1628111,6.67180517,5.425,HIP 91237,-,-,6987,171834,Oph
279.189788,43.22181638,6.211,HIP 91250,-,V533 Lyr,7003,172187,Lyr
279.2347348,38.78368896,0.03,HIP 91262,Vega,α Lyrae,7001,172167,Lyr
279.2877493,16.19829478,6.307,HIP 91279,-,-,6995,171994,Her
279.3896559,62.52657591,5.74,HIP 91315,-,-,7018,172728,Dra
279.3998443,-0.30947504,5.768,HIP 91322,-,e Ser,6993,171978,Ser
279.4767799,-21.39772861,5.931,HIP 91347,-,83 G. Sgr,6988,171856,Sgr
279.5186644,-14.00478282,6.47,HIP 91369,-,-,6989,171957,Sct
279.5269844,39.6683266,6.05,HIP 91373,-,XY Lyr,7009,172380,Lyr
279.5880514,8.834112833,6.4,HIP 91389,-,X Oph,7002,172171,Oph
279.5991575,-3.193648671,6.482,HIP 91394,-,60 G. Ser Cau,6999,172088,Ser
279.6279764,-23.5048952,5.772,HIP 91405,-,84 G. Sgr,6990,171961,Sgr
279.7225044,-21.05187527,5.86,HIP 91438,-,-,6998,172051,Sgr
279.8095537,-47.90976444,5.84,HIP 91461,-,-,6986,171819,Tel
279.8876674,40.93505618,6.23,HIP 91491,-,-,7017,172671,Lyr
279.8964958,-43.18588031,5.425,HIP 91494,-,V718 CrA,6991,171967,CrA
279.9036556,5.264291214,6.4,HIP 91499,-,63 G. Ser Cau,7008,172365,Ser
279.9649926,7.358599019,6.265,HIP 91523,-,-,7010,172424,Oph
279.9700681,52.19608783,5.992,HIP 91525,-,-,7028,172883,Dra
280.0016169,-7.790796344,5.808,HIP 91532,-,-,7007,172348,Sct
280.0080191,30.84947045,6.4,HIP 91533,-,-,7016,172631,Lyr
280.0508367,38.3671761,6.489,HIP 91552,-,-,7019,172741,Lyr
280.2350356,62.74946301,6.091,HIP 91606,-,-,7042,173398,Dra
280.3778328,-48.09468926,6.454,HIP 91662,-,-,7005,172223,Tel
280.4221315,31.61761192,6.416,HIP 91675,-,-,7030,172958,Lyr
280.4651278,-23.83342236,6.205,HIP 91689,-,26 Sgr,7011,172546,Sgr
280.5337014,34.74631982,6.473,HIP 91707,-,-,7033,173087,Lyr
280.5600839,-81.80811289,6.262,HIP 91723,-,-,6912,169904,Oct
280.5684454,-9.052552478,4.71,HIP 91726,-,δ Scuti,7020,172748,Sct
280.5942655,-64.64304585,6.353,HIP 91733,-,-,6996,172021,Pav
280.6505008,-7.073654086,6.125,HIP 91751,-,-,7024,172831,Sct
280.6581651,55.53944648,5.02,HIP 91755,-,46 Dra,7049,173524,Dra
280.7295822,-19.28420999,6.35,HIP 91781,-,V3879 Sgr,7023,172816,Sgr
280.7589014,-71.42811561,4.003,HIP 91792,-,ζ Pavonis,6982,171759,Pav
280.793134,70.79284785,6.27,HIP 91811,-,-,7082,174205,Dra
280.8190539,39.30005944,6.44,HIP 91820,-,-,7041,173383,Lyr
280.8708886,53.87176709,6.19,HIP 91843,-,-,7060,173664,Dra
280.8802121,-8.275212675,4.889,HIP 91845,-,ϵ Scuti,7032,173009,Sct
280.9004553,36.55660634,6.037,HIP 91852,Xihe,-,7043,173416,Lyr
280.9055733,-64.55142515,5.757,HIP 91854,-,-,7004,172211,Pav
280.9455916,-38.3234419,5.111,HIP 91875,-,λ Coronae Australis,7021,172777,CrA
280.9634737,-6.818121554,6.299,HIP 91880,-,-,7034,173093,Sct
280.9649662,31.92661334,5.682,HIP 91883,-,-,7044,173417,Lyr
281.0331222,-36.71833684,6.308,HIP 91901,-,90 G. Sgr,7026,172875,Sgr
281.0761061,61.04814244,6.13,-,-,-,7075,173949A,Dra
281.0806687,-35.6419884,4.87,HIP 91918,-,-,7029,172910,Sgr
281.0846327,39.67080234,6.062,HIP 91919,-,* eps01 Lyr B,7052,173583,Lyr
281.0847656,39.67012917,4.991,HIP 91919,-,* eps01 Lyr A,7051,-,Lyr
281.0949125,39.6127146,5.23,HIP 91926,-,* eps02 Lyr A,7053,173607,Lyr
281.0957644,39.61279477,5.35,HIP 91926,-,* eps02 Lyr B,7054,173608,Lyr
281.1678987,23.58988469,6.302,HIP 91958,-,-,7047,173494,Her
281.1931545,37.60512165,4.36,HIP 91971,-,ζ 1 Lyrae,7056,173648,Lyr
281.2008299,37.5945996,5.585,HIP 91973,-,ζ 2 Lyrae,7057,173649,Lyr
281.2066848,-25.01090933,5.811,HIP 91974,-,94 G. Sgr,7035,173117,Sgr
281.2080769,2.060039013,5.005,HIP 91975,-,4 Aql,7040,173370,Aql
281.23083,54.89718469,6.259,HIP 91985,-,-,7071,173920,Dra
281.2381345,-39.68618837,5.439,HIP 91989,-,-,7031,172991,CrA
281.2980294,-61.09519315,6.019,HIP 92008,-,-,7015,172630,Pav
281.3277387,-21.00161611,6.331,HIP 92016,-,96 G. Sgr,7038,173282,Sgr
281.3495115,-56.88196906,6.21,HIP 92021,-,-,7022,172781,Pav
281.3620874,-64.87125967,4.767,HIP 92024,-,-,7012,172555,Pav
281.368175,5.500117,6.34,HIP 92027,-,66 G. Ser Cau,7048,173495B,Ser
281.3681842,5.50012335,5.83,HIP 92027,-,66 G. Ser Cau,7048,173495,Ser
281.4090452,79.94267767,6.4,HIP 92040,-,-,7160,175938,Dra
281.4141231,-26.99078265,3.14,HIP 92041,-,ϕ Sagittarii,7039,173300,Sgr
281.4155237,20.54630919,4.19,HIP 92043,-,110 Her,7061,173667,Her
281.4448642,74.08555121,5.244,HIP 92056,-,-,7117,174980,Dra
281.4833131,-50.87270395,6.24,HIP 92072,-,-,-,173047,Tel
281.5047849,-19.60635783,6.42,HIP 92079,-,V4405 Sgr,7045,173425,Sgr
281.5186646,26.66212891,4.84,HIP 92088,-,-,7064,173780,Lyr
281.5542102,41.44181112,6.051,HIP 92098,-,-,7073,173936,Lyr
281.5858791,-22.39217318,5.366,HIP 92111,-,28 Sgr,7046,173460,Sgr
281.5926745,75.43395556,5.358,HIP 92112,-,50 Dra,7124,175286,Dra
281.6191409,-0.961692472,5.9,HIP 92117,-,5 Aql,7059,173654,Aql
281.6723405,18.70590855,6.179,HIP 92131,-,-,7067,173833,Her
281.6795382,52.98795964,5.9,HIP 92133,-,CX Dra,7084,174237,Dra
281.6805175,-10.12504481,5.717,HIP 92136,-,-,7055,173638,Sct
281.755143,18.18151606,4.36,HIP 92161,-,111 Her,7069,173880,Her
281.7936426,-4.747873045,4.22,HIP 92175,-,β Scuti,7063,173764,Sct
281.8706246,-5.705150726,5.2,HIP 92202,-,-,7066,173819,Sct
281.9359072,-40.40616595,5.217,HIP 92226,-,μ Coronae Australis,7050,173540,CrA
281.9547162,-77.86825089,6.392,HIP 92233,-,-,6994,171990,Oct
281.9890576,31.75683623,6.054,HIP 92243,-,-,7081,174179,Lyr
282.0111052,4.241421309,6.187,HIP 92254,-,67 G. Ser Cau,7076,173954,Ser
282.0669802,48.76755474,6.12,HIP 92269,-,-,7096,174481,Dra
282.0683444,23.51474828,6.181,HIP 92270,-,-,7079,174160,Her
282.1579368,-65.07768004,5.701,HIP 92294,-,θ Pavonis,7036,173168,Pav
282.164555,-6.004312486,6.494,HIP 92296,-,-,-,174005,Sct
282.2103739,-43.68004332,5.456,HIP 92308,-,η 1 Coronae Australis,7062,173715,CrA
282.2224427,19.32871643,5.88,HIP 92312,-,-,7086,174262,Her
282.3639304,-45.81010003,5.798,HIP 92367,-,-,7065,173791,Tel
282.3958187,-43.43409782,5.587,HIP 92382,-,η 2 Coronae Australis,7068,173861,CrA
282.4049703,0.836196203,6.226,HIP 92386,-,4 G. Aql,7085,174240,Aql
282.4171167,-20.32465464,5.21,HIP 92390,-,29 Sgr,7078,174116,Sgr
282.4206513,-5.912863014,6,HIP 92391,-,-,7083,174208,Sct
282.4319528,-72.99571814,6.2,-,-,-,7027,172881A,Pav
282.4413259,32.81281846,5.91,HIP 92398,-,ν 1 Lyrae,7100,174585,Lyr
282.4704888,32.55106029,5.226,HIP 92405,-,ν 2 Lyrae,7102,174602,Lyr
282.5199798,33.36266677,3.42,HIP 92420,Sheliak,β Lyrae,7106,174638,Lyr
282.6298756,-13.57225945,6.43,HIP 92456,-,-,-,174328,Sct
282.6897985,10.97638807,6.36,HIP 92475,-,-,7099,174569,Aql
282.7438019,-9.774096568,5.836,HIP 92488,-,-,7094,174464,Sct
282.7443817,-41.06269559,6.49,HIP 92487,-,-,-,174152,CrA
282.766,-6.272,5.8,-,-,NGC 6705,-,-,Sct
282.8003931,59.38835015,4.636,HIP 92512,-,ο Draconis,7125,175306,Dra
282.8423259,-3.317856965,6.056,HIP 92524,-,8 Aql,7101,174589,Aql
282.8955006,52.97506841,5.52,HIP 92549,-,-,7123,175225,Dra
282.89955,28.7836719,6.209,HIP 92550,-,-,7112,174881,Lyr
282.902156,36.53908234,6.082,HIP 92551,-,-,7115,174959,Lyr
283.008012,13.96564515,6.2,HIP 92593,-,V822 Her,7109,174853,Her
283.0302081,41.3832447,6.269,HIP 92599,-,-,7118,175132,Lyr
283.0497434,-41.70919479,6.45,HIP 92608,-,-,-,174407,CrA
283.0543076,-62.18759092,4.207,HIP 92609,-,λ Pavonis,7074,173948,Pav
283.0684499,21.42514228,5.393,HIP 92614,-,112 Her,7113,174933,Her
283.092,-20.229,6.3,-,-,Cl Collinder 394,-,-,Sgr
283.1134574,-46.59512018,5.49,HIP 92630,-,-,7092,174387,Tel
283.1179786,-26.65077145,6.29,HIP 92635,-,109 G. Sgr,7103,174630,Sgr
283.154355,-29.37967654,6.098,HIP 92643,-,108 G. Sgr,7104,174631,Sgr
283.1651874,-52.10736978,5.173,HIP 92646,-,κ Telescopii,7087,174295,Tel
283.2495837,-46.58633132,6.16,HIP 92669,-,-,7097,174500,Tel
283.2575396,-9.575521303,6.321,HIP 92674,-,-,7110,174866,Sct
283.2597783,-48.36091569,6.168,HIP 92676,-,-,7095,174474,Tel
283.3000123,-51.93143745,6.286,HIP 92687,-,-,7093,174430,Tel
283.3064625,50.70822057,4.92,HIP 92689,-,-,7137,175535,Dra
283.4314964,36.97171879,5.573,HIP 92728,-,δ 1 Lyrae,7131,175426,Lyr
283.4429559,57.48655724,6.232,HIP 92731,-,-,7153,175823,Dra
283.5003669,-21.3598479,5.678,HIP 92747,-,33 Sgr,7114,174947,Sgr
283.5424087,-22.74483962,4.845,HIP 92761,Ainalrami,ν 1 Sagittarii,7116,174974,Sgr
283.5551969,27.90952726,5.62,HIP 92768,-,-,7132,175443,Lyr
283.568,36.899,3.8,-,-,NAME del Lyr Cluster,-,-,Lyr
283.5993828,71.29719627,4.814,HIP 92782,-,υ Draconis,7180,176524,Dra
283.6261779,36.89861991,4.3,HIP 92791,-,δ 2 Lyrae,7139,175588,Lyr
283.6796402,-15.60303686,5.086,HIP 92814,-,-,7119,175156,Sct
283.6870208,22.64507541,4.6,HIP 92818,-,113 Her,7133,175492,Her
283.6963623,48.85940358,5.836,HIP 92822,-,-,7154,175824,Dra
283.6964193,-87.60584331,5.278,HIP 92824,-,χ Octantis,6721,164461,Oct
283.7174042,41.60272233,5.44,HIP 92831,-,-,7146,175740,Lyr
283.7187922,33.96857133,6.03,HIP 92833,-,-,7140,175635,Lyr
283.7797394,-22.67128379,4.98,HIP 92845,-,ν 2 Sagittarii,7120,175190,Sgr
283.8163604,-26.29672411,2.067,HIP 92855,Nunki,σ Sagittarii,7121,175191,Sgr
283.8292,-30.5453,3.6,-,-,NAME SDG,-,-,Sgr
283.8337597,43.94608958,4,HIP 92862,-,R Lyr,7157,175865,Lyr
283.848123,-37.38658853,6.47,HIP 92866,-,-,-,175093,CrA
283.8644215,6.615301025,5.566,HIP 92872,-,62 Ser,7135,175515,Aql
283.8791891,-16.37663561,5.546,HIP 92882,-,114 G. Sgr,7126,175317,Sgr
284.002808,-23.17375324,5.93,HIP 92931,-,116 G. Sgr,7128,175360,Sgr
284.0549467,4.203606136,4.57,HIP 92946,Alya,θ 1 Serpentis,7141,175638,Ser
284.0610043,4.20212762,4.98,HIP 92951,-,θ 2 Serpentis,7142,175639,Ser
284.0706302,-42.71067309,5.346,HIP 92953,-,-,7122,175219,CrA
284.0944162,-1.799862205,6.196,HIP 92963,-,6 G. Aql,7143,175640,Aql
284.1066827,2.47119042,6.132,HIP 92968,-,73 G. Ser Cau,7144,175679,Ser
284.1071598,65.25808453,5.621,HIP 92969,-,-,7187,176598,Dra
284.113491,-31.68902838,6.45,HIP 92972,-,115 G. Sgr,-,175390,Sgr
284.1686914,-37.34325035,5.38,HIP 92989,-,V686 CrA,7129,175362,CrA
284.1876489,57.81481655,5.663,HIP 92997,-,48 Dra,7175,176408,Dra
284.2279351,-62.80190393,6.453,HIP 93012,-,-,7111,174877,Pav
284.2376208,-67.23349478,4.4,HIP 93015,-,κ Pavonis,7107,174694,Pav
284.2568194,32.90131905,5.277,-,-,-,7162,176051A,Lyr
284.2652925,-5.846315093,4.818,HIP 93026,-,η Scuti,7149,175751,Sct
284.3096309,-43.91700963,6.27,HIP 93049,-,-,-,175395,CrA
284.3191252,2.53534605,5.551,HIP 93051,-,64 Ser,7158,175869,Ser
284.3222486,62.39677341,6.49,HIP 93053,-,-,7191,176668,Dra
284.3353204,-20.65634787,5.054,HIP 93057,-,ξ 1 Sagittarii,7145,175687,Sgr
284.3686662,58.22502454,6.45,HIP 93068,-,-,7184,176560,Dra
284.3933158,-39.82319495,6.284,HIP 93074,-,-,7136,175529,CrA
284.4325008,-21.10665759,3.51,HIP 93085,-,ξ 2 Sagittarii,7150,175775,Sgr
284.5079091,38.26618876,5.883,HIP 93104,-,V542 Lyr,7174,176318,Lyr
284.5614513,17.36091599,5.38,HIP 93124,-,FF Aql,7165,176155,Aql
